CustomerID,Recency,Frequency,Monetary,R,F,M,RFM_Score
16168.0,32,26,3511.8,5,5,5,555
13658.0,31,5,2639.17,5,5,5,555
14005.0,31,5,2874.72,5,5,5,555
12714.0,31,5,4708.86,5,5,5,555
14432.0,31,6,2248.5,5,5,5,555
18230.0,31,7,2810.2,5,5,5,555
16265.0,31,7,4606.19,5,5,5,555
15903.0,31,7,5126.76,5,5,5,555
12598.0,31,8,3023.08,5,5,5,555
15544.0,31,8,3192.17,5,5,5,555
12957.0,31,8,4017.54,5,5,5,555
12524.0,31,8,4485.72,5,5,5,555
14713.0,31,9,2236.35,5,5,5,555
14062.0,31,9,9020.73,5,5,5,555
14258.0,31,9,12669.98,5,5,5,555
13784.0,31,11,2462.79,5,5,5,555
16712.0,31,11,3611.31,5,5,5,555
14755.0,31,11,5010.28,5,5,5,555
15251.0,31,11,10484.99,5,5,5,555
16241.0,31,12,2312.66,5,5,5,555
15152.0,31,13,4745.69,5,5,5,555
15046.0,31,15,5090.42,5,5,5,555
18241.0,31,17,2073.09,5,5,5,555
12921.0,31,35,15899.29,5,5,5,555
15039.0,31,45,18474.93,5,5,5,555
14156.0,31,54,116887.88,5,5,5,555
17426.0,30,6,5037.26,5,5,5,555
16966.0,30,7,2154.97,5,5,5,555
15993.0,30,7,2777.67,5,5,5,555
16242.0,30,7,3579.86,5,5,5,555
12562.0,30,7,3781.74,5,5,5,555
14243.0,30,8,2116.77,5,5,5,555
14309.0,30,8,2204.78,5,5,5,555
14262.0,30,8,2618.23,5,5,5,555
14732.0,30,8,2702.49,5,5,5,555
14299.0,30,8,3536.38,5,5,5,555
18077.0,30,9,2188.08,5,5,5,555
14659.0,30,9,2529.93,5,5,5,555
15687.0,30,9,2993.1,5,5,5,555
16156.0,30,9,3092.04,5,5,5,555
12664.0,30,9,4881.88,5,5,5,555
16145.0,30,10,3496.71,5,5,5,555
12553.0,30,10,3692.28,5,5,5,555
13090.0,30,11,7902.42,5,5,5,555
16700.0,30,12,4739.61,5,5,5,555
16701.0,30,12,4921.54,5,5,5,555
16011.0,30,14,2954.36,5,5,5,555
14367.0,30,16,9227.82,5,5,5,555
17576.0,30,17,3267.83,5,5,5,555
15144.0,30,17,6580.44,5,5,5,555
13854.0,30,23,7500.08,5,5,5,555
17381.0,30,26,16671.89,5,5,5,555
12901.0,30,28,17654.54,5,5,5,555
16839.0,30,33,16042.11,5,5,5,555
14298.0,30,39,46837.84,5,5,5,555
17450.0,30,44,192361.95,5,5,5,555
18097.0,29,5,2479.88,5,5,5,555
16440.0,29,5,3640.67,5,5,5,555
17086.0,29,6,2050.08,5,5,5,555
12856.0,29,6,2170.78,5,5,5,555
18245.0,29,6,2201.33,5,5,5,555
17386.0,29,6,2686.42,5,5,5,555
13953.0,29,6,3015.68,5,5,5,555
17183.0,29,6,3347.31,5,5,5,555
12684.0,29,7,2283.63,5,5,5,555
17567.0,29,7,3813.53,5,5,5,555
18055.0,29,7,5010.22,5,5,5,555
17686.0,29,7,5739.46,5,5,5,555
12704.0,29,8,2340.84,5,5,5,555
15570.0,29,9,3100.88,5,5,5,555
13183.0,29,9,3957.78,5,5,5,555
14292.0,29,9,4871.93,5,5,5,555
18144.0,29,10,2386.1,5,5,5,555
14092.0,29,12,3475.18,5,5,5,555
15547.0,29,13,4143.23,5,5,5,555
13458.0,29,13,8460.71,5,5,5,555
15271.0,29,14,2381.59,5,5,5,555
17611.0,29,14,3716.93,5,5,5,555
14031.0,29,16,14717.91,5,5,5,555
13969.0,29,17,8706.58,5,5,5,555
14688.0,29,20,5134.12,5,5,5,555
14895.0,29,20,11138.71,5,5,5,555
16333.0,29,22,26626.8,5,5,5,555
15769.0,29,25,56160.92,5,5,5,555
15078.0,29,28,8924.46,5,5,5,555
17131.0,27,5,2463.17,5,5,5,555
14546.0,27,5,2573.93,5,5,5,555
16905.0,27,6,2783.2,5,5,5,555
13630.0,27,7,2031.78,5,5,5,555
13435.0,27,7,3809.89,5,5,5,555
17173.0,27,8,3766.6,5,5,5,555
13704.0,27,9,2308.06,5,5,5,555
14456.0,27,9,3017.28,5,5,5,555
17954.0,27,10,2185.45,5,5,5,555
17858.0,27,10,3598.81,5,5,5,555
12490.0,27,10,5417.93,5,5,5,555
18065.0,27,12,2047.81,5,5,5,555
15867.0,27,12,3254.17,5,5,5,555
16326.0,27,14,3039.22,5,5,5,555
16033.0,27,18,8471.08,5,5,5,555
16931.0,27,19,4190.21,5,5,5,555
13319.0,27,22,9294.47,5,5,5,555
16873.0,26,5,4965.98,5,5,5,555
14739.0,26,6,3188.4,5,5,5,555
16360.0,26,6,3450.41,5,5,5,555
15572.0,26,7,2533.42,5,5,5,555
13021.0,26,8,2459.03,5,5,5,555
15932.0,26,8,2495.87,5,5,5,555
15628.0,26,8,2551.06,5,5,5,555
18044.0,26,9,2014.35,5,5,5,555
15033.0,26,10,2557.18,5,5,5,555
17402.0,26,11,2173.88,5,5,5,555
15854.0,26,11,2739.02,5,5,5,555
14401.0,26,12,3804.1,5,5,5,555
15640.0,26,12,9704.37,5,5,5,555
13230.0,26,13,2662.18,5,5,5,555
18223.0,26,13,5982.85,5,5,5,555
12683.0,26,13,7413.49,5,5,5,555
13001.0,26,13,9785.97,5,5,5,555
17404.0,26,13,28072.52,5,5,5,555
16904.0,26,14,3315.05,5,5,5,555
17706.0,26,14,10026.66,5,5,5,555
17920.0,26,15,3444.54,5,5,5,555
13985.0,26,15,7060.13,5,5,5,555
16592.0,26,16,4113.68,5,5,5,555
14060.0,26,16,5266.38,5,5,5,555
18198.0,26,17,5425.56,5,5,5,555
16746.0,26,17,6368.47,5,5,5,555
15290.0,26,17,7723.62,5,5,5,555
14096.0,26,17,65164.79,5,5,5,555
15358.0,26,20,7722.65,5,5,5,555
14194.0,26,21,11349.52,5,5,5,555
17857.0,26,21,25538.34,5,5,5,555
12841.0,26,23,3485.59,5,5,5,555
15856.0,26,24,12862.33,5,5,5,555
16684.0,26,24,63540.16,5,5,5,555
17811.0,26,39,7761.82,5,5,5,555
12749.0,25,5,4090.88,5,5,5,555
13994.0,25,6,2274.14,5,5,5,555
14503.0,25,6,3543.26,5,5,5,555
13225.0,25,6,5257.12,5,5,5,555
12766.0,25,6,5840.34,5,5,5,555
14572.0,25,7,2804.54,5,5,5,555
17861.0,25,8,2097.88,5,5,5,555
14868.0,25,8,2953.59,5,5,5,555
12417.0,25,8,3357.76,5,5,5,555
14547.0,25,8,3974.75,5,5,5,555
13755.0,25,9,2108.06,5,5,5,555
12584.0,25,9,2338.15,5,5,5,555
16076.0,25,10,2234.73,5,5,5,555
12362.0,25,10,5226.23,5,5,5,555
15023.0,25,10,6291.01,5,5,5,555
18225.0,25,11,5474.96,5,5,5,555
14110.0,25,12,5683.15,5,5,5,555
15194.0,25,12,6057.54,5,5,5,555
17346.0,25,13,2387.54,5,5,5,555
16764.0,25,13,2790.95,5,5,5,555
17730.0,25,13,5298.48,5,5,5,555
13709.0,25,13,6307.65,5,5,5,555
14282.0,25,14,3130.44,5,5,5,555
12989.0,25,14,6721.61,5,5,5,555
18283.0,25,16,2045.53,5,5,5,555
14562.0,25,18,5006.77,5,5,5,555
16353.0,25,19,6165.71,5,5,5,555
13881.0,25,20,17159.52,5,5,5,555
13078.0,25,24,11746.78,5,5,5,555
12682.0,25,29,11204.53,5,5,5,555
14735.0,25,31,5813.49,5,5,5,555
16133.0,25,33,14589.04,5,5,5,555
13199.0,25,36,9105.32,5,5,5,555
15061.0,25,36,34583.48,5,5,5,555
16013.0,25,42,34157.6,5,5,5,555
13694.0,25,48,62142.58,5,5,5,555
12971.0,25,81,10753.72,5,5,5,555
15750.0,24,6,2122.53,5,5,5,555
12783.0,24,6,2225.91,5,5,5,555
13949.0,24,6,2427.32,5,5,5,555
18272.0,24,6,3078.58,5,5,5,555
12347.0,24,6,3598.21,5,5,5,555
17602.0,24,6,5054.42,5,5,5,555
12935.0,24,7,2160.7,5,5,5,555
17434.0,24,7,2373.82,5,5,5,555
13685.0,24,7,3119.44,5,5,5,555
14769.0,24,7,10069.97,5,5,5,555
13870.0,24,8,2770.94,5,5,5,555
14395.0,24,8,3171.23,5,5,5,555
17091.0,24,8,3534.31,5,5,5,555
18092.0,24,8,6215.62,5,5,5,555
14032.0,24,9,2356.17,5,5,5,555
13769.0,24,9,2474.21,5,5,5,555
15984.0,24,9,2657.93,5,5,5,555
12747.0,24,9,3489.74,5,5,5,555
17049.0,24,9,5655.03,5,5,5,555
16393.0,24,11,2749.41,5,5,5,555
14132.0,24,11,3586.03,5,5,5,555
13756.0,24,11,4185.12,5,5,5,555
15298.0,24,11,4402.3,5,5,5,555
16191.0,24,11,4552.92,5,5,5,555
16678.0,24,12,3109.99,5,5,5,555
12839.0,24,12,4853.97,5,5,5,555
14189.0,24,14,4342.84,5,5,5,555
12583.0,24,14,6425.52,5,5,5,555
14085.0,24,15,3255.8,5,5,5,555
17238.0,24,15,3349.01,5,5,5,555
17017.0,24,15,6336.62,5,5,5,555
16458.0,24,17,3288.84,5,5,5,555
13267.0,24,17,3899.19,5,5,5,555
14534.0,24,18,4397.3,5,5,5,555
17735.0,24,18,12655.42,5,5,5,555
14397.0,24,19,2612.96,5,5,5,555
13668.0,24,20,6132.17,5,5,5,555
16672.0,24,20,8134.94,5,5,5,555
16779.0,24,20,9923.89,5,5,5,555
12720.0,24,23,5124.6,5,5,5,555
13534.0,24,23,5586.88,5,5,5,555
16525.0,24,24,12225.01,5,5,5,555
15498.0,24,25,12339.68,5,5,5,555
12471.0,24,26,15949.69,5,5,5,555
17511.0,24,28,84351.3,5,5,5,555
13767.0,24,31,14781.0,5,5,5,555
12569.0,24,32,4124.69,5,5,5,555
14527.0,24,51,7581.64,5,5,5,555
13089.0,24,89,52808.87,5,5,5,555
14251.0,23,5,2879.7,5,5,5,555
18210.0,23,6,2621.38,5,5,5,555
15443.0,23,7,3213.59,5,5,5,555
13536.0,23,7,3444.39,5,5,5,555
13394.0,23,8,2520.02,5,5,5,555
15796.0,23,8,2708.61,5,5,5,555
17528.0,23,8,3628.5,5,5,5,555
17530.0,23,9,2066.48,5,5,5,555
17491.0,23,9,3231.47,5,5,5,555
17644.0,23,11,2895.64,5,5,5,555
13013.0,23,11,3282.6,5,5,5,555
14135.0,23,11,3743.26,5,5,5,555
14291.0,23,11,3883.25,5,5,5,555
12955.0,23,11,4757.16,5,5,5,555
16401.0,23,12,4098.32,5,5,5,555
14415.0,23,12,5002.89,5,5,5,555
13269.0,23,13,4681.11,5,5,5,555
14191.0,23,13,4684.76,5,5,5,555
16210.0,23,14,14085.66,5,5,5,555
14796.0,23,15,6946.67,5,5,5,555
14702.0,23,16,2941.34,5,5,5,555
15187.0,23,16,4777.18,5,5,5,555
16161.0,23,16,4957.37,5,5,5,555
12437.0,23,18,4951.41,5,5,5,555
12621.0,23,18,12306.02,5,5,5,555
13599.0,23,19,4797.08,5,5,5,555
16523.0,23,21,9418.47,5,5,5,555
13102.0,23,22,5750.17,5,5,5,555
17243.0,23,23,7711.9,5,5,5,555
14056.0,23,23,8152.71,5,5,5,555
18109.0,23,24,7452.17,5,5,5,555
17757.0,23,26,5027.59,5,5,5,555
17677.0,23,26,14728.78,5,5,5,555
15159.0,23,28,16780.03,5,5,5,555
13098.0,23,28,28882.44,5,5,5,555
17675.0,23,29,19355.16,5,5,5,555
13468.0,23,33,4793.97,5,5,5,555
13263.0,23,35,7436.93,5,5,5,555
17315.0,23,37,6172.31,5,5,5,555
15189.0,23,41,16225.39,5,5,5,555
17949.0,23,44,57196.48,5,5,5,555
13798.0,23,55,32983.19,5,5,5,555
13408.0,23,57,25085.84,5,5,5,555
14646.0,23,71,271614.14,5,5,5,555
14606.0,23,85,10842.39,5,5,5,555
17841.0,23,118,38051.72,5,5,5,555
14911.0,23,188,135973.23,5,5,5,555
12433.0,22,5,9588.75,5,5,5,555
14422.0,22,6,4263.64,5,5,5,555
17490.0,22,7,2092.32,5,5,5,555
13426.0,22,9,3304.34,5,5,5,555
12662.0,22,10,3588.3,5,5,5,555
17001.0,22,10,3591.61,5,5,5,555
17364.0,22,11,4462.68,5,5,5,555
15694.0,22,11,5632.07,5,5,5,555
15804.0,22,13,4206.39,5,5,5,555
16626.0,22,17,4413.1,5,5,5,555
16558.0,22,18,7457.94,5,5,5,555
16705.0,22,18,12903.27,5,5,5,555
13069.0,22,20,3787.32,5,5,5,555
14051.0,22,20,13782.23,5,5,5,555
17581.0,22,23,10238.46,5,5,5,555
13113.0,22,23,11872.99,5,5,5,555
13777.0,22,23,19015.38,5,5,5,555
17428.0,22,26,16362.9,5,5,5,555
17389.0,22,34,31833.68,5,5,5,555
18102.0,22,56,231822.69,5,5,5,555
15311.0,22,82,57972.74,5,5,5,555
12748.0,22,174,28868.19,5,5,5,555
15987.0,34,6,1319.29,5,5,4,554
15351.0,34,6,1659.99,5,5,4,554
16983.0,34,6,1742.38,5,5,4,554
13610.0,34,7,1082.33,5,5,4,554
13232.0,34,7,1328.35,5,5,4,554
14878.0,34,8,1154.08,5,5,4,554
16942.0,34,9,1904.99,5,5,4,554
14901.0,33,6,924.24,5,5,4,554
17188.0,33,6,1960.59,5,5,4,554
16744.0,33,7,1291.91,5,5,4,554
14704.0,33,9,1493.96,5,5,4,554
17655.0,32,6,1962.84,5,5,4,554
12464.0,32,8,1212.05,5,5,4,554
16775.0,32,10,1459.61,5,5,4,554
16782.0,32,11,1701.91,5,5,4,554
17288.0,31,6,1284.07,5,5,4,554
18179.0,31,6,1793.17,5,5,4,554
12528.0,31,6,1933.48,5,5,4,554
15024.0,31,8,1145.21,5,5,4,554
13012.0,31,8,1646.84,5,5,4,554
16115.0,31,8,1660.88,5,5,4,554
15611.0,31,13,1591.45,5,5,4,554
12951.0,30,6,1064.07,5,5,4,554
12919.0,30,6,1335.19,5,5,4,554
18122.0,30,6,1793.06,5,5,4,554
13509.0,30,7,979.72,5,5,4,554
15602.0,30,7,1145.32,5,5,4,554
12963.0,30,7,1490.83,5,5,4,554
14178.0,30,7,1600.26,5,5,4,554
17293.0,30,8,1507.92,5,5,4,554
15021.0,30,8,1673.68,5,5,4,554
16813.0,30,10,1652.18,5,5,4,554
15373.0,30,10,1878.81,5,5,4,554
16989.0,29,6,1133.25,5,5,4,554
16103.0,29,6,1429.64,5,5,4,554
16474.0,29,7,1810.65,5,5,4,554
16359.0,29,9,1750.92,5,5,4,554
14560.0,29,21,1829.6,5,5,4,554
17629.0,27,7,1575.47,5,5,4,554
17750.0,27,9,1710.45,5,5,4,554
14696.0,26,6,1784.33,5,5,4,554
18180.0,26,6,1843.75,5,5,4,554
13126.0,26,6,1876.2,5,5,4,554
17090.0,26,6,1913.45,5,5,4,554
17218.0,26,7,1350.69,5,5,4,554
16910.0,26,8,1508.96,5,5,4,554
13305.0,26,9,1864.66,5,5,4,554
16949.0,25,6,1286.27,5,5,4,554
16790.0,25,6,1545.62,5,5,4,554
16979.0,25,6,1852.0,5,5,4,554
16016.0,25,7,1102.49,5,5,4,554
16929.0,25,7,1295.39,5,5,4,554
16987.0,25,7,1616.8,5,5,4,554
14071.0,25,8,1437.57,5,5,4,554
17705.0,25,9,1823.52,5,5,4,554
14825.0,25,10,1824.58,5,5,4,554
12877.0,25,11,1385.71,5,5,4,554
12828.0,24,6,1018.71,5,5,4,554
12826.0,24,6,1319.72,5,5,4,554
17449.0,24,6,1834.95,5,5,4,554
16817.0,24,7,1237.45,5,5,4,554
14794.0,24,7,1319.91,5,5,4,554
13743.0,24,7,1341.6,5,5,4,554
18219.0,24,8,1679.71,5,5,4,554
16426.0,24,10,1863.76,5,5,4,554
17870.0,24,11,1539.49,5,5,4,554
17673.0,23,6,1594.97,5,5,4,554
13924.0,23,6,1838.85,5,5,4,554
15453.0,23,7,1371.77,5,5,4,554
17451.0,23,7,1721.4,5,5,4,554
14653.0,23,7,1926.65,5,5,4,554
15214.0,23,8,1661.44,5,5,4,554
14730.0,23,8,1897.57,5,5,4,554
13890.0,23,9,1693.46,5,5,4,554
16794.0,23,10,1196.5,5,5,4,554
14217.0,23,16,1886.68,5,5,4,554
12423.0,22,7,1621.38,5,5,4,554
15910.0,22,8,1228.88,5,5,4,554
16954.0,22,8,1738.28,5,5,4,554
16915.0,31,6,621.68,5,5,3,553
14289.0,30,6,911.26,5,5,3,553
17114.0,27,8,801.12,5,5,3,553
14083.0,26,6,558.54,5,5,3,553
16600.0,26,6,813.52,5,5,3,553
17097.0,24,7,779.7,5,5,3,553
16500.0,26,6,400.86,5,5,2,552
17988.0,33,7,201.12,5,5,1,551
12668.0,33,3,3337.28,5,4,5,545
13115.0,33,4,2294.78,5,4,5,545
14125.0,32,3,2720.63,5,4,5,545
12798.0,32,3,6977.04,5,4,5,545
14554.0,32,4,2279.49,5,4,5,545
17682.0,32,5,2082.83,5,4,5,545
12429.0,31,3,2468.9,5,4,5,545
15782.0,31,3,2614.74,5,4,5,545
15113.0,31,3,3509.43,5,4,5,545
13362.0,31,4,3090.74,5,4,5,545
17768.0,30,3,2081.9,5,4,5,545
16938.0,30,4,2711.68,5,4,5,545
14146.0,30,4,2949.57,5,4,5,545
17937.0,30,5,2147.34,5,4,5,545
14766.0,30,5,2292.97,5,4,5,545
13297.0,29,4,2089.85,5,4,5,545
12700.0,29,4,4939.99,5,4,5,545
14493.0,29,5,2383.24,5,4,5,545
12560.0,27,3,2134.01,5,4,5,545
12913.0,26,4,2066.01,5,4,5,545
16379.0,26,4,2157.4,5,4,5,545
17728.0,25,3,2876.01,5,4,5,545
13507.0,25,4,2479.16,5,4,5,545
14907.0,25,4,2540.41,5,4,5,545
14121.0,25,4,2780.15,5,4,5,545
17593.0,25,4,3260.96,5,4,5,545
16000.0,24,3,12393.7,5,4,5,545
12615.0,24,4,2291.19,5,4,5,545
16358.0,23,4,2027.5,5,4,5,545
13471.0,23,4,2501.84,5,4,5,545
15484.0,23,4,3590.41,5,4,5,545
13680.0,23,4,3719.12,5,4,5,545
12518.0,22,5,2056.89,5,4,5,545
16094.0,33,4,1078.23,5,4,4,544
14290.0,33,4,1537.09,5,4,4,544
12657.0,33,4,1643.18,5,4,4,544
13196.0,33,4,1797.78,5,4,4,544
14511.0,33,5,1314.81,5,4,4,544
14215.0,33,5,1623.72,5,4,4,544
13429.0,32,4,1006.8,5,4,4,544
14824.0,32,4,1127.71,5,4,4,544
17101.0,32,4,1621.73,5,4,4,544
14419.0,32,5,927.69,5,4,4,544
14321.0,32,5,1530.75,5,4,4,544
16992.0,32,5,1614.31,5,4,4,544
14540.0,31,3,952.66,5,4,4,544
15073.0,31,3,1043.41,5,4,4,544
12488.0,31,3,1298.66,5,4,4,544
15394.0,31,3,1595.88,5,4,4,544
16295.0,31,4,1328.55,5,4,4,544
13647.0,31,4,1648.12,5,4,4,544
15712.0,31,5,1072.36,5,4,4,544
14963.0,31,5,1472.34,5,4,4,544
16496.0,30,3,1599.52,5,4,4,544
14047.0,30,4,1021.69,5,4,4,544
15500.0,30,4,1131.56,5,4,4,544
17350.0,30,4,1281.32,5,4,4,544
13159.0,30,4,1429.35,5,4,4,544
15380.0,30,4,1460.16,5,4,4,544
14440.0,30,4,1700.98,5,4,4,544
16169.0,30,4,1822.97,5,4,4,544
14655.0,30,4,1932.23,5,4,4,544
15434.0,30,5,1041.48,5,4,4,544
15172.0,30,5,1624.05,5,4,4,544
13495.0,29,3,1179.44,5,4,4,544
14250.0,29,3,1904.05,5,4,4,544
12364.0,29,4,1313.1,5,4,4,544
14897.0,29,4,1366.38,5,4,4,544
16899.0,29,5,1100.51,5,4,4,544
14428.0,29,5,1224.06,5,4,4,544
13309.0,29,5,1456.79,5,4,4,544
12724.0,27,4,1031.41,5,4,4,544
12952.0,27,4,1387.79,5,4,4,544
14583.0,27,5,986.96,5,4,4,544
13956.0,27,5,1019.27,5,4,4,544
14102.0,27,5,1105.88,5,4,4,544
16283.0,27,5,1570.81,5,4,4,544
13808.0,27,5,1747.66,5,4,4,544
14075.0,26,3,942.26,5,4,4,544
12994.0,26,3,974.42,5,4,4,544
15392.0,26,3,1196.55,5,4,4,544
14608.0,26,3,1581.15,5,4,4,544
14759.0,26,3,1625.97,5,4,4,544
15145.0,26,4,1194.73,5,4,4,544
15621.0,26,4,1293.03,5,4,4,544
14649.0,26,4,1402.59,5,4,4,544
12782.0,26,4,1867.42,5,4,4,544
16682.0,26,5,1028.0,5,4,4,544
17676.0,26,5,1070.48,5,4,4,544
14931.0,26,5,1257.68,5,4,4,544
12381.0,26,5,1845.31,5,4,4,544
14113.0,25,3,1406.92,5,4,4,544
14418.0,25,3,1937.25,5,4,4,544
12820.0,25,4,942.34,5,4,4,544
17481.0,25,4,1255.59,5,4,4,544
14673.0,25,4,1362.91,5,4,4,544
16711.0,25,4,1436.83,5,4,4,544
16143.0,25,4,1613.59,5,4,4,544
14216.0,25,4,1839.3,5,4,4,544
16201.0,25,4,1863.47,5,4,4,544
13104.0,25,5,996.72,5,4,4,544
17744.0,25,5,1944.88,5,4,4,544
17590.0,24,3,1468.02,5,4,4,544
12950.0,24,3,1843.0,5,4,4,544
16271.0,24,4,1271.42,5,4,4,544
15136.0,24,4,1286.7,5,4,4,544
15701.0,24,4,1529.0,5,4,4,544
18237.0,24,5,987.1,5,4,4,544
17042.0,24,5,1036.58,5,4,4,544
13882.0,24,5,1191.13,5,4,4,544
12912.0,24,5,1662.3,5,4,4,544
15156.0,23,3,961.49,5,4,4,544
17405.0,23,3,1031.41,5,4,4,544
13521.0,23,3,1071.73,5,4,4,544
16833.0,23,4,1106.53,5,4,4,544
16688.0,23,4,1260.86,5,4,4,544
15237.0,23,4,1412.32,5,4,4,544
17856.0,23,4,1418.03,5,4,4,544
14621.0,23,4,1482.66,5,4,4,544
13510.0,23,4,1791.56,5,4,4,544
13026.0,23,5,975.36,5,4,4,544
17522.0,23,5,1070.71,5,4,4,544
14129.0,23,5,1123.86,5,4,4,544
14698.0,23,5,1217.27,5,4,4,544
13860.0,23,5,1245.9,5,4,4,544
14719.0,23,5,1581.84,5,4,4,544
17554.0,23,5,1952.45,5,4,4,544
12526.0,22,3,1316.66,5,4,4,544
14446.0,22,4,1010.35,5,4,4,544
14441.0,22,4,1712.89,5,4,4,544
17754.0,22,5,1664.65,5,4,4,544
13389.0,33,3,797.96,5,4,3,543
18096.0,33,3,849.06,5,4,3,543
17019.0,33,3,899.26,5,4,3,543
15571.0,33,4,650.43,5,4,3,543
17523.0,33,4,652.74,5,4,3,543
17299.0,33,4,656.61,5,4,3,543
13950.0,33,4,745.06,5,4,3,543
15561.0,33,4,800.59,5,4,3,543
17929.0,33,4,843.0,5,4,3,543
15022.0,33,4,852.39,5,4,3,543
14741.0,33,4,905.04,5,4,3,543
15511.0,33,5,900.53,5,4,3,543
13147.0,32,4,712.8,5,4,3,543
12654.0,32,5,601.98,5,4,3,543
16062.0,31,3,906.06,5,4,3,543
17502.0,31,4,689.1,5,4,3,543
13203.0,31,4,869.46,5,4,3,543
16657.0,31,4,874.43,5,4,3,543
16361.0,31,4,891.21,5,4,3,543
17115.0,30,3,837.5,5,4,3,543
16759.0,29,3,789.79,5,4,3,543
12695.0,29,4,582.1,5,4,3,543
13884.0,29,5,787.6,5,4,3,543
13558.0,27,4,594.52,5,4,3,543
16438.0,27,5,798.35,5,4,3,543
12628.0,26,3,786.46,5,4,3,543
15550.0,26,4,575.63,5,4,3,543
15031.0,26,4,653.19,5,4,3,543
17006.0,26,4,781.78,5,4,3,543
16513.0,26,4,874.59,5,4,3,543
15907.0,25,3,882.72,5,4,3,543
17883.0,25,4,664.34,5,4,3,543
12723.0,25,5,725.07,5,4,3,543
13323.0,25,5,787.85,5,4,3,543
14141.0,24,4,915.13,5,4,3,543
17412.0,24,5,810.3,5,4,3,543
13314.0,23,3,775.94,5,4,3,543
15399.0,23,3,815.77,5,4,3,543
15898.0,23,3,867.19,5,4,3,543
16891.0,23,4,525.17,5,4,3,543
15208.0,23,4,804.72,5,4,3,543
16892.0,23,5,518.19,5,4,3,543
12680.0,22,4,862.81,5,4,3,543
15206.0,32,4,420.3,5,4,2,542
14173.0,32,4,450.84,5,4,2,542
13928.0,32,4,464.57,5,4,2,542
15060.0,30,4,294.25,5,4,2,542
12970.0,29,4,405.47,5,4,2,542
14910.0,24,4,434.35,5,4,2,542
13079.0,26,5,220.1,5,4,1,541
15123.0,29,2,2199.31,5,3,5,535
13868.0,29,2,3192.54,5,3,5,535
16446.0,22,2,168472.5,5,3,5,535
13211.0,32,2,984.72,5,3,4,534
13467.0,32,2,1071.91,5,3,4,534
15654.0,31,2,922.53,5,3,4,534
14893.0,31,2,1237.85,5,3,4,534
12630.0,31,2,1270.88,5,3,4,534
15444.0,31,2,1411.21,5,3,4,534
12882.0,31,2,1463.04,5,3,4,534
15948.0,30,2,955.24,5,3,4,534
16376.0,30,2,974.96,5,3,4,534
12572.0,30,2,1020.42,5,3,4,534
15531.0,30,2,1972.39,5,3,4,534
17584.0,29,2,1242.3,5,3,4,534
12762.0,29,2,1898.52,5,3,4,534
14629.0,26,2,955.26,5,3,4,534
17526.0,26,2,957.3,5,3,4,534
16200.0,26,2,1068.87,5,3,4,534
12646.0,26,2,1346.97,5,3,4,534
14140.0,25,2,935.05,5,3,4,534
12716.0,25,2,1053.49,5,3,4,534
